LICENSEE,DBA,LICENSE,ADDRESS,CITY,ZIP ,AddLong,y,x,url
TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER LLC,TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER LLC,402R-00087,3995 East 50th Avenue,Denver,80216,3995 East 50th Avenue Denver CO 80216,39.787287,-104.942909,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3995%20East%2050th%20Avenue%20Denver%20CO%2080216
TOKIN TIPI LLC,FIFTY2EIGHTY LLC,402R-00693,"393 East 2nd Street, Unit 6",Parachute,81635,"393 East 2nd Street, Unit 6 Parachute CO 81635",39.455146,-108.050843,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=393%20East%202nd%20Street,%20Unit%206%20Parachute%20CO%2081635"
TREATMENTS UNLIMITED LLC,ALTITUDE EAST,402R-00024,6858 East Evans Avenue,Denver,80224,6858 East Evans Avenue Denver CO 80224,39.678457,-104.908515,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6858%20East%20Evans%20Avenue%20Denver%20CO%2080224
TREATMENTS UNLIMITED LLC,ALTITUDE AURORA,402R-00301,10455 East Colfax Avenue,Aurora,80010,10455 East Colfax Avenue Aurora CO 80010,39.7402,-104.866172,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=10455%20East%20Colfax%20Avenue%20Aurora%20CO%2080010
TRI CANNA LLC,,402R-00570,411 North Commercial Street,Trinidad,81082,411 North Commercial Street Trinidad CO 81082,37.17056,-104.50663,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=411%20North%20Commercial%20Street%20Trinidad%20CO%2081082
TRI CITY PARTNERS LLC,STRAWBERRY FIELDS,402R-00145,909 County Road 308,Dumont,80436,909 County Road 308 Dumont CO 80436,39.765646,-105.611467,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=909%20County%20Road%20308%20Dumont%20CO%2080436
TRILL EVOLUTIONS LLC,TRILL EVOLUTIONS,402R-00608,5550 Joliet Street,Denver,80239,5550 Joliet Street Denver CO 80239,39.79736,-104.861308,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5550%20Joliet%20Street%20Denver%20CO%2080239
TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,402R-00588,"1537 Pearl Street, Suite B",Boulder,80302,"1537 Pearl Street, Suite B Boulder CO 80302",40.018902,-105.275123,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1537%20Pearl%20Street,%20Suite%20B%20Boulder%20CO%2080302"
TRINIDAD HARVESTING COMPANY LLC,TRINIDAD HARVESTING COMPANY LLC,402R-00604,3601 Freedom Road,Trinidad,81082,3601 Freedom Road Trinidad CO 81082,37.21872,-104.48942,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3601%20Freedom%20Road%20Trinidad%20CO%2081082
TRINIDADS HIGHER CALLING U LLC,,402R-00271,1000 Independence Road,Trinidad,81082,1000 Independence Road Trinidad CO 81082,37.19109,-104.49714,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1000%20Independence%20Road%20Trinidad%20CO%2081082
TUMBLEWEED CARBONDALE LLC,TUMBLEWEED CARBONDALE,402R-00467,304 Highway 133,Carbondale,81623,304 Highway 133 Carbondale CO 81623,39.411694,-107.221554,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=304%20Highway%20133%20Carbondale%20CO%2081623
TUMBLEWEED DE BEQUE LLC,TUMBLEWEED DE BEQUE,402R-00704,2185 45 1/2 Road Suite 102,De Beque,81630,2185 45 1/2 Road Suite 102 De Beque CO 81630,39.321891,-108.205219,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2185%2045%201/2%20Road%20Suite%20102%20De%20Beque%20CO%2081630
TUMBLEWEED FRISCO LLC,TUMBLEWEED FRISCO,402R-00124,"842 North Summit Boulevard, Suite 13",Frisco,80443,"842 North Summit Boulevard, Suite 13 Frisco CO 80443",39.588025,-106.094932,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=842%20North%20Summit%20Boulevard,%20Suite%2013%20Frisco%20CO%2080443"
TWOG FEDERAL LLC,BUDDY BOY,402R-00603,2426 South Federal Boulevard,Denver,80219,2426 South Federal Boulevard Denver CO 80219,39.672415,-105.025062,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2426%20South%20Federal%20Boulevard%20Denver%20CO%2080219
TWOG-WALNUT LLC,BUDDY BOY,402R-00385,3814 Walnut Street,Denver,80205,3814 Walnut Street Denver CO 80205,39.770654,-104.971454,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3814%20Walnut%20Street%20Denver%20CO%2080205
TWOG-YORK LLC,BUDDY BOY,402R-00412,5050 York Street,Denver,80216,5050 York Street Denver CO 80216,39.788317,-104.95924,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5050%20York%20Street%20Denver%20CO%2080216
TZ FINANCIAL LLC,HIGH COUNTRY HEALING,402R-00095,"191 Blue River Parkway, #202",Silverthorne,80498,"191 Blue River Parkway, #202 Silverthorne CO 80498",33.9674,-84.234703,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=191%20Blue%20River%20Parkway,%20#202%20Silverthorne%20CO%2080498"
UNIVERSAL HERBS LLC,UNIVERSAL HERBS,402R-00573,"755 South Jason Street, Unit 100",Denver,80223,"755 South Jason Street, Unit 100 Denver CO 80223",39.702845,-104.999171,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=755%20South%20Jason%20Street,%20Unit%20100%20Denver%20CO%2080223"
UNIVERSAL HERBS LLC,UNIVERSAL HERBS,402R-00602,800 Park Avenue West,Denver,80205,800 Park Avenue West Denver CO 80205,39.752598,-104.984866,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=800%20Park%20Avenue%20West%20Denver%20CO%2080205
URBAN CANNABIS LLC,HEALING HOUSE,402R-00041,2383 South Downing Street,Denver,80210,2383 South Downing Street Denver CO 80210,39.673303,-104.973468,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2383%20South%20Downing%20Street%20Denver%20CO%2080210
URBAN HEALTH & WELLNESS INC,URBAN DISPENSARY,402R-00458,2675 West 38th Avenue,Denver,80211,2675 West 38th Avenue Denver CO 80211,39.769269,-105.020327,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2675%20West%2038th%20Avenue%20Denver%20CO%2080211
VAIL BUD BREWERY LLC,HIGH COUNTRY HEALING 8,402R-00405,40801 Highway 6 Suite 5,Avon,81620,40801 Highway 6 Suite 5 Avon CO 81620,39.622368,-106.479724,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=40801%20Highway%206%20Suite%205%20Avon%20CO%2081620
VALLEY MEDS LLC,VALLEY MEDS,402R-00513,1805 Sante Fe Drive Unit E,Pueblo,81006,1805 Sante Fe Drive Unit E Pueblo CO 81006,38.245622,-104.577447,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1805%20Sante%20Fe%20Drive%20Unit%20E%20Pueblo%20CO%2081006
VERTS LLC,VERTICAL,402R-00545,1240 West Elizabeth Street Unit C,Fort Collins,80521,1240 West Elizabeth Street Unit C Fort Collins CO 80521,40.574618,-105.099211,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1240%20West%20Elizabeth%20Street%20Unit%20C%20Fort%20Collins%20CO%2080521
VILLAGE RETAIL LLC,BLUE HERON DISPENSARY,402R-00483,"100 West Main Street, Unit A",Oak Creek,80467,"100 West Main Street, Unit A Oak Creek CO 80467",40.275984,-106.958677,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=100%20West%20Main%20Street,%20Unit%20A%20Oak%20Creek%20CO%2080467"
VIRTUAL MARKETING LLC,MAGGIES FARM,402R-00725,4803 North Interstate 25,Pueblo,81008,4803 North Interstate 25 Pueblo CO 81008,38.367827,-104.621028,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4803%20North%20Interstate%2025%20Pueblo%20CO%2081008
VITA MEDS LLC,MR NICE GUYS,402R-00500,4501 Adams Street,Denver,80216,4501 Adams Street Denver CO 80216,39.779059,-104.94861,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4501%20Adams%20Street%20Denver%20CO%2080216
WALKING RAVEN II LLC,WALKING RAVEN,402R-00058,2001 South Broadway,Denver,80210,2001 South Broadway Denver CO 80210,39.68012,-104.987678,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2001%20South%20Broadway%20Denver%20CO%2080210
WANNA LLC,NORTHERN LIGHTS CANNABIS CO,402R-00100,183 West Alameda Avenue,Denver,80223,183 West Alameda Avenue Denver CO 80223,39.711182,-104.991946,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=183%20West%20Alameda%20Avenue%20Denver%20CO%2080223
WASH PARK BOUTIQUE LLC,LUCY SKY CANNABIS BOUTIQUE,402R-00159,2215 East Mississippi Avenue,Denver,80210,2215 East Mississippi Avenue Denver CO 80210,39.696584,-104.961533,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2215%20East%20Mississippi%20Avenue%20Denver%20CO%2080210
WASH PARK BOUTIQUE LLC,LUCY SKY CANNABIS BOUTIQUE,402R-00497,2394 South Broadway,Denver,80210,2394 South Broadway Denver CO 80210,39.673153,-104.987525,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2394%20South%20Broadway%20Denver%20CO%2080210
WASH PARK BOUTIQUE LLC,LUCKY SKY DISPENSARY,402R-00686,"3480 South Galena, Unit B-4",Denver,80231,"3480 South Galena, Unit B-4 Denver CO 80231",39.653833,-104.868772,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3480%20South%20Galena,%20Unit%20B-4%20Denver%20CO%2080231"
WASHINGTON POINT MANAGEMENT LLC,GROWHOUSE NORTHGLENN,402R-00529,11919 Washington Street,Northglenn,80233,11919 Washington Street Northglenn CO 80233,39.912809,-104.977932,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=11919%20Washington%20Street%20Northglenn%20CO%2080233
WDG INC,BEMINDFUL,402R-00085,5926 East Colfax Avenue,Denver,80220,5926 East Colfax Avenue Denver CO 80220,39.740092,-104.918752,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5926%20East%20Colfax%20Avenue%20Denver%20CO%2080220
WELLNESS CENTER OF THE ROCKIES INC,,402R-00399,6853 Leetsdale Drive,Denver,80224,6853 Leetsdale Drive Denver CO 80224,39.7004,-104.908788,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6853%20Leetsdale%20Drive%20Denver%20CO%2080224
WESTSIDE WELLNESS CENTER LLC,MAGGIES FARM LLC,402R-00222,1400 Santa Fe Drive Suites A & B,Pueblo,81006,1400 Santa Fe Drive Suites A & B Pueblo CO 81006,38.245684,-104.583141,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1400%20Santa%20Fe%20Drive%20Suites%20A%20&%20B%20Pueblo%20CO%2081006
WHITE PORCH LLC,HASHISH HUT,402R-00538,827 North Main Street,Gunnison,81230,827 North Main Street Gunnison CO 81230,38.552991,-106.926865,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=827%20North%20Main%20Street%20Gunnison%20CO%2081230
WILLOW NORTH INC,BUD FARM,402R-00432,385 North Willow,Mancos,81328,385 North Willow Mancos CO 81328,37.347909,-108.296232,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=385%20North%20Willow%20Mancos%20CO%2081328
WISE CANNABIS CO LLC,,402R-00531,21950 Highway 285,Fairplay,80440,21950 Highway 285 Fairplay CO 80440,39.215529,-105.994181,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=21950%20Highway%20285%20Fairplay%20CO%2080440
XG PLATINUM CORPORATION,,402R-00122,2506  6th Avenue,Garden City,80631,2506  6th Avenue Garden City CO 80631,40.396599,-104.687528,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2506%20%206th%20Avenue%20Garden%20City%20CO%2080631
YUMA WAY LLC,1136 YUMA,402R-00613,1136 Yuma Court,Denver,80204,1136 Yuma Court Denver CO 80204,39.734281,-105.014532,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1136%20Yuma%20Court%20Denver%20CO%2080204
YUMA WAY LLC,TWIN PEAKS DISPENSARY,402R-00730,900 South Hover Street Unit A,Longmont,80501,900 South Hover Street Unit A Longmont CO 80501,40.15178,-105.130605,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=900%20South%20Hover%20Street%20Unit%20A%20Longmont%20CO%2080501
